Translated_Tweet,Suicide
                      ,Not Suicide post
             ,Not Suicide post
          ,Not Suicide post
       ,Potential Suicide post 
 ليس حلوًا منهم الإيثار في أفضل حالاتها,Not Suicide post
 تحرير مزاجي,Not Suicide post
          ,Not Suicide post
 أعتقد أن الزنجبيل المجاور يجري معركة مثل سيء لا أعرف ماذا أفعل,Not Suicide post
تريد قتله,Not Suicide post
                                                                                                                                                                         ,Potential Suicide post 
أريد أن يشعر الجميع بألمي ، لقد سئمت من كل شخص يحاول أن يمسكني والاستفادة من   دائمًا أن أكون ثانيًا من الاختيار من الإهمال من الإهمال والكره ، أريد أن يشعر الجميع بالغضب وألمي أنا مريض بإخفاءهفي الظل وأخذ كل ما أريد كل ما فعلوه لي أن يحدث لهم وأوقات انتهى ، آمل ألا يحصلوا أبدًاالأشخاص الذين لديهم حياة مثالية لا يستحقون ذلك إذا لم أكن سعيدًا لماذا يجب أن يكون أي شخص آخر,Potential Suicide post 
                  ,Not Suicide post
                    ,Not Suicide post
لقد سئمت جدًا من الاكتئاب ، استيقظت على الشعور بالإنتاجية اليوم الآن لا أريد أن أفعل أي شيء أشعر به ,Potential Suicide post 
 أعني أن حياتي بائسة لذلك أعتقد أن الضوء في نهاية النفق,Potential Suicide post 
 فقط يعمل ماتي ولكن أنا خارج الأسبوع المقبل,Not Suicide post
لقد انتهيت من مشاركتي الأخيرة هي كيف سئمت من العيش والشيء الجيد الوحيد المتبقي في حياتي هو صديقتي لكنها انفصلت عني للتو وأشعر بالوحدة واليأس لا أشعر حقًا أنني أريد ذلك حقًاأقتل نفسي,Potential Suicide post 
الأكل كالمعتاد لا يمكن أن ينتظر بوجو ليلة الخميس الصاخبة,Not Suicide post
الأرنب فيلو وأنا أيضا صباح الخير,Not Suicide post
 حسنا صباح الخير أعتقد أن لول لا شيء مثل لعب الكراسي الموسيقية مع المكان الذي تنام فيه,Not Suicide post
 شكرًا على الرابط إلى ,Not Suicide post
  أنا دارث باتمان  الأكثر روعة كروس على الإطلاق,Not Suicide post
لماذا أنا ضعيف لدرجة أنني لا أستطيع الاستمرار إلى جانب خطأ وظيفتي الجديدة في أن أتعامل مع ذلك ، فلماذا يجب أن أعاقبهم من خلال الذهاب إلى إجازة من المفترض أن يكون أفضل من هذا في هذا  ، مرعوب جدًا من تناول الإجهادإن  لأكون مقتنعًا بقتل نفسي هو الخيار الوحيد الذي جعلني طبيبي على الأدوية ربما لأنني مجنون لا أعرف أنني لا أملك أي أصدقاء أو شبكة دعم عائلية ، لذا لا مع هذا الصديق القرف وكل ما لدي هو صديقي للتحدثلكن هذا ليس مشكلته ، لن أسرجه بوضعي ، فأنا شخص خجول أستحق هذا,Potential Suicide post 
أشعر بالوحدة الشديدة,Potential Suicide post 
  تقريبًا على  ، شاهدت حلقات مع  الليلة الماضية  جيدة,Not Suicide post
   وخادم  الذي كان عزيزًا له كان مريضًا وعلى استعداد للموت لوقا يسوع الله الكتاب المقدس,Potential Suicide post 
الخروج إلى المدينة الآن أراك لاحقًا,Not Suicide post
جوناثان نايت ، شكرًا لك على إلهام الناس للتحقق من سبب كبير أنهم ربما لم يعرفوا ذلك هناك كان هناك,Not Suicide post
نسيت أن لديها أمبير على  يسرها معرفة المزيد من الناس,Not Suicide post
أختي لا حياتي ليست كيف تعتقد أنها حياتي بائسة,Potential Suicide post 
      هو الآن يا له من فيلم لطيف,Not Suicide post
أفضل ما يقيمون في ,Not Suicide post
  لعنة هذا هو المتشددين أنا أكره نفسي لتسخين الكثير,Potential Suicide post 
أليكسيا ههاس تمتص أن تكون أنت,Not Suicide post
  شكرًا لك امرأة ثمينة قد تتلقى ذلك وأكثر من ذلك بكثير مما كنت تأمل أو تتخيل,Not Suicide post
لقد حان الوقت أخيرًا ، فأنا على استعداد أخيرًا لإنهاء كل شيء بعد سنوات من الحياة المريضة ، فأنا مستعد لإنهاء كل ما كان ينبغي علي فعله في وقت مبكر ، لكن حياتي كانت كل شيء عن التعامل مع الاكتئاب وكفكر عازب ضمنيمن اللجوء إلى العمل الجنسي قبل الموت ، ليس لدي أي دافع لأني أموت في المدينة حيث ولدت ، يبلغ طول الجسر مترًا ، لذا يجب أن يكون كافيًا لقتلي إذا وقعت في عالم وداعًا خرسانيًا لا معنى له,Potential Suicide post 
 لا شيء يهنئه على مهمة فقط ولكن شكرًا لـ  أنا لا أعمل في مجموعة ,Not Suicide post
أنا متعب للغاية ، أريد فقط أن أنام ولكني أخشى ما قد أحلم به ، أعتقد أنه مجرد خطأي ، أعتقد أن كل مشاكلي هي خطأي الخاص ، لقد سمعت من المفترض أن تجعلني أشعر بتحسن لأنه يعني أنني أستطيع ذلكالعمل لتحسن وتغيير الأمور يجعلني أشعر أسوأ لأنني أعلم أنني لن يهتم الناس إذا ماتت ، لقد سألت بعضًا على الأقل ، ثم لم أكن سأتعب لن أكون متعبًا,Potential Suicide post 
أعتقد أن لحظتي قادمة ويبدو أن قطع حياتي قد تم تعيينها بالفعل ، يبدو أن المصير ، لذا تريد أن تغادر أمي المنزل لفترة من الوقت لعملها ، يبدو أن فرصتي أحرّر لا أحد يهتم إذا ماتت كل يومأستيقظ وأفكر في الانتحار وكيفية تنفيذها ، أتمنى لو كان لدي سلاح ، أعتقد أنني سأجد طريقة للقيام بذلك ، فقدت بالفعل كل ما لا يمكنني الاستمتاع به مثل الفتاة التي أحبهاشخص آخر ليس لدي أصدقاء ولم يكن لدي صديقة أبدًا بالاشمئزاز من الحياة ربما يكون من الأفضل ترك هذا المكان,Potential Suicide post 
واو ، لقد استيقظت للتو وهناك حقيبة بجوار سريري ، لقد حدث ذلك في الكحول ، حدثت الليلة ، وذلك بفضل كل من جاء إلى عشاء بيدي,Not Suicide post
   أنا معلقة مع الأشخاص القدامى في إنجلترا    عندما أعود مع ذلك,Not Suicide post
  أريد بعضًا أيضًا,Not Suicide post
  الوقت ل  يوم جيد أراك في  أنت  الوقت لسرير ,Not Suicide post
لم أكن أريدك أن ترى اللوحة حتى تم ذلك,Not Suicide post
كان متعبا,Not Suicide post
لقد سئمت من شيك الأجر المعيشة لدفع شيك إذا كان أي مخادع يريد  يرجى القيام به,Potential Suicide post 
يا سأذهب في ضربة وسائل التواصل الاجتماعي الكاملة حتى أغير نفسي تمامًا على وشك عدم التعرف على جميع ,Potential Suicide post 
يجلس في الاستوديو وهو يتحدث إلى داني بيه الذي يتجاهلني وهو يضيف أصدقاء إلى  حتى يقرأ هذا,Not Suicide post
كانت هذه علاقة قد ترغب في متابعتها إذا لم يشارك في شيء غير قانوني,Not Suicide post
 لكن  يستمر في متابعتي  هو بالفعل أفضل بكثير فقط في أحد تلك الأيام,Not Suicide post
تثبيت  على  الآن يمكنك التحدث معي عندما أكون متصلاً بالإنترنت,Not Suicide post
طفلي متعب,Not Suicide post
تم مع الإجهاد,Not Suicide post
  هدفي النهائي هو ألا ينتهي مثل جميع الأشخاص البائسين من حولي الذين استقروا في الحياة وهم مرارة دائمًا,Potential Suicide post 
الكتابة أيضًا هل تملك أي ملابس مصممة,Not Suicide post
إذا كنت قد سئمت من العيش من أجل  و  ، فأنت بحاجة إلى القيام البعض على الفور مثل عندما يكون لديك   ,Potential Suicide post 
 حدد خيار البلاط إنه مربع صغير باتجاه أسفل الشاشة عند تغيير الخلفية,Not Suicide post
لا يمكن أن ينتظر  يوم الجمعة ، فأنا أتيح لمشاهدة التسجيل ، هل تعرف من يتطلع الضيوف يوم الجمعة إلى ذلك,Not Suicide post
جيد مورو كان لدي حلم تم حظرني من ,Not Suicide post
 لا تجعل موضوعًا متأكدًا من أنك ستحصل على بعض الردود قريبًا,Not Suicide post
أريدك أن تنظف الأطباق,Not Suicide post
أنا عندما أموت أخيرًا بعد أن أقول إنني أريد أن أموت كل يوم,Potential Suicide post 
أنا متعب للغاية ولكني أفترض أن هذا ما أحصل عليه من أجل المماطلة اللعنة أنا أكره أن يكون الأنا مقيدًا في الدرجات التي ألوم الرأسمالية,Not Suicide post
عطلات   أنا أحب هذا الأمر لا أحد,Not Suicide post
 لا تقلق جيدًا تحقيق أقصى استفادة منه,Not Suicide post
أراد قتلها,Not Suicide post
  يمارس الجنس مع ذلك ، أنا أسجل سوءًا ، ربما صنع حسابًا آخر في وقت آخر واتبع أشخاصًا أحبهم ، لكنني لا أريد أن أكون هنا بعد الآن ، لا أستمتع بالآية  أيضًا,Potential Suicide post 
لماذا عدت حتى أنني أريد أن أموت سخيف ، لقد سئمت من كل شيء,Potential Suicide post 
  شراء نسج فتاتك هي لغة الحب بمفردها,Not Suicide post
تناول البرتقال المسبق مسبقًا كسولًا جدًا على تقشير اللون البرتقالي الخاص بي,Not Suicide post
  المتأنق وقت طويل لا ترى,Not Suicide post
    أنت تضيق في التفكير عن الأشخاص الذين,Potential Suicide post 
     ,Not Suicide post
ظننت أنني كرهت نفسي من قبل ولكني الآن أكره نفسي حقًا ، لذا اللعنة كثيرًا,Potential Suicide post 
 ترحيب أمبير جيد لرؤيتك,Not Suicide post
آهه تقليد رمي الأحذية بعد باكستان والعراق الآن في الهند ,Not Suicide post
 اثنان من  للاشتراك هنا,Not Suicide post
 هذا صحيح يا له من لعبة,Not Suicide post
  غير قادر على فعل هذا أنا حطام سخيف لم أتطرق إلى شيء في العمل لقد بكيت هنا منذ أنا ولكن لا أريد أن أغادر لأنني يجب أن أقول وداعًا لشخص ما لا يجب أن أتساءل ما يجب أن أفعله مع نفسي بعد الآن,Potential Suicide post 
في  في  بدون سبب كان هناك يوم عظيم أمس آمال اليوم هو بنفس القدر من الأهمية,Not Suicide post
البقاء على قيد الحياة ولكن متعب مثل القرف ما هو نقطة المعيشة,Potential Suicide post 
أنا أكره نفسي ، هل أريد فقط أن أموت لا أستحق أن أعيش,Potential Suicide post 
تنسجربفين آلاف الأطفال القتلى كما وضعها تنهد,Potential Suicide post 
لقد سئمت من العيش ,Potential Suicide post 
اللعنة أنا أكره نفسي,Potential Suicide post 
يعتزم صور جميلة سعيدة بقضاء وقت ممتع,Not Suicide post
لا تتوقف  ,Not Suicide post
  تعلم فن كونك وحيدًا وسعيدًا في نفس الوقت,Not Suicide post
 شكرًا للمساعدة التي أدركت أنها الآن أحتاجك لجعلها تعمل,Not Suicide post
يبدو أن التحقق من الصندوق الظاهري أمر لطيف للغاية,Not Suicide post
استيقظت روكاري للتو على سرور كبير أنه فاز لو كانت مباراة جيدة,Not Suicide post
شخص ما يقتل النسخة الشريرة مني من فضلك,Potential Suicide post 
في العودة إلى المنزل اليوم لكسر عيد الفصح ، لا أعتقد أني سيعتقد أن يكونوا في المنزل حتى يوم الخميس ، فما هي المفاجأة,Not Suicide post
   ، إنه ديوالي أسود لنا جميعًا فشلنا في التخلي أثناء التواصل مع مكتبك مع ,Potential Suicide post 
لا أريد أن أكون هنا بعد الآن,Potential Suicide post 
لقد سئمت من الأشخاص الذين يمرون بكل شيء مثل حرفيًا في كل مرة أموت فيها ، هناك شخص ما يذهب أشيائي,Potential Suicide post 
أه يا أنت في ورطة,Not Suicide post
فازت بأول مباراة لي من المستوطنين ولم أكن أدرك حتى أنه كان بإمكاني الفوز بالجنيه قبل هاها,Not Suicide post
مرحبًا ، مرحبًا ، لقد انضممت للتو على  يبدو وكأنه شيء لطيف,Not Suicide post
   جرب أي شيء لأول مرة,Not Suicide post
اضطراب ما بعد الصدمة والكحول كان لدي بعض الأشياء العنيفة الرهيبة التي تحدث لي قبل بضع سنوات كنت الآن نسيت قمعها أو أيا كان لعدة سنوات شيء غير ذي صلة في يوم واحد جعلني أتذكر كل شيء بعد أن عاد إلى ذهني وكان الأمر كذلكمثلما كنت أعيش كل شيء وشعرت أنني كنت أواجه نوبة ذعر لا تنتهي أبدًا لعدة أيام ، أوضحت هذه الصدمة المدفونة الكثير حول سبب قيام استخدامات سجائر المواد الإباحية الكحولية الخاصة بي ، إلى درجة أنهم مارسوا الجنس مع حياتي وعلاقاتها مع الناس مقربينبالنسبة لي في طرق داعمة ، خائف من الحديث عما حدث لأي شخص حتى أشخاص أثق به مثل عائلتي أو معالجًا محتملاً بسبب جنون العظمة الشديد حول الأشخاص المعنيين باكتشافي وإيميهم مرة أخرى وأحيانًا تستهلكه أفكارًا رهيبة سلبية ولا يمكنها ذلك تمامًاهربت منهم حاولت الحصول على معالج مقياس انزلاق قبل عامين وحتى تي والتخليت عن فكرة العلاج لا أعرف ماذا لا أريد أن أستسلم,Potential Suicide post 
 لا مشكلة,Not Suicide post
شراء بندقية غدًا نظرًا لأن المتاجر مغلقة ، فأنا أخفرك تفاصيل حياتي لأن لا أحد سيعطي القرف على أي حال ،لقد انتهيت من تضييع وقت الحياة في الهواء بقدر ما أحب الناس في حياتي ، وهم يستحقون العيش مع هذا القرف ولا هم من أي مساعدة لأنهم لا يعرفون ما يجب القيام به جربت السكاكين ولكن لا أستطيع أن أحضر نفسي للرسومدم,Potential Suicide post 
لا يوجد سوى مقعد واحد في كنيسة جيسون حياتي اختياري في اعتقادي التعبير الفني آسف لوجود ,Potential Suicide post 
مايكل غرينجر هيه هيه ولكن يمكنك استخدامه لأي شيء تقريبا لول,Not Suicide post
    من المؤكد أن تنجز هذه الواجبات المنزلية أثناء الاحتفال بهذا  ,Not Suicide post
 هاها كان على ما يرام انتهى بنا المطاف بدفع أبت ونعم أنا قادم إلى المدرسة     ,Not Suicide post
لقد سئمت من الأكاذيب والعيش في أكاذيب من الناس الذين يعرضون فقط الإصدارات التي يريدون إظهارها والعروض التي يضعها الناس,Potential Suicide post 
عيد ميلاد سعيد الرجل الكبير مواكبة العمل الجيد براندون,Not Suicide post
 إنه برنامج جميل بالفعل,Not Suicide post
أنا مرهق إلى النقطة التي أحتاج فيها إلى سلامتي ، لقد ذهبت إلى حد القرار ، سأموت من أجله قطع العلاقات بسبب ذلك ، أنا ,Potential Suicide post 
   أنت أو الصورة  اللعنة على حد سواء تبدو جيدة جدا ,Potential Suicide post 
لقد سئمت من تكافح ، لقد سئمت من طلب المساعدة ، ومعظمهم سئمت من الحياة ، لا يستحق العيش بعد الآن,Potential Suicide post 
حسنًا ، لدي تذاكر لـ   و    رائعة بعد بيعها في عطلة نهاية الأسبوع,Not Suicide post
ميشيلبولان بون الشجاعة صب ماجنتو,Not Suicide post
أنا فقط أريد أن يكون بصحة جيدة,Not Suicide post
أكره نفسي أكثر من أي شيء في العالم,Potential Suicide post 
لكن أنا مجرد موطن يريدون أن يموت,Potential Suicide post 
 هل كنت تبالغ في روايات ويليام جيبسون,Not Suicide post
   لسنوات أكثر رائعة مع تسليط الضوء على الذكرى السنوية السعيدين  الاحتفال ,Not Suicide post
أعتقد أن  يفعلون الشيء الصحيح يستحق أمبير كل دولار سيحصل عليه ستيلرز سخيف لعدم دفعه له ,Potential Suicide post 
   شكرًا على الرد علي ، لقد جعلتني سعيدًا جدًا من فضلك اتبعني لقد تعلمت الكثير من مدوناتك,Not Suicide post
  لقد كنت قبيح طوال حياتي لاف هذا ليس من العدل أنا أريد أن أكون لطيفا لعصر واحد على الأقل من حياتي البائسة,Potential Suicide post 
مشكلة محددة في    في الواقع ، أنا فقط استنزفت من كل شيء أريد فقط أن أموت هههههههههههههههههههههههههههههههه,Potential Suicide post 
شلل شلل الأطفال مثير للاهتمام مشاركة رقمية زقزقة جيدة لمعرفة أنهم يشاركون مع الناس في وجه الفحم,Not Suicide post
 قاتل  في  كسب الميدالية العسكرية في   ثم في فكرة القتال ,Potential Suicide post 
 إنه ليس الطالب الذي يذاكر كثيرا ليزا ، متخلف ، تذكر أولمبياد خاصة لا أتحدث النمساوية أن الرجل لالتقاط الأنفاس,Not Suicide post
اجتماعات مهمة تحدث في جميع أنحاء المكتب وأنا لست ضروريًا في أي منها نعم,Not Suicide post
إذا لم أكن سعيدًا حسب العمر ، فأعتقد أنه من الأفضل أن أموت فقط ، وأنا أعاني من سنوات ، لقد شعرت بالقلق طوال حياتي والاكتئاب منذ أن كنت وأصبحت أسوأ وأسوأ على مر السنين تضيف سوفوفونيا إلى ذلك ويجعل الحياة تعذيبهاسيئ بشكل خاص الآن لأنني لا أعرف ما الذي أفعله في الحياة في الحياة ، السبب الوحيد الذي يجب أن أعيشه هو لأصدقائي وعائلتي ولأنني خائف جدًا من الموت وهو أمر مثير للسخرية لأنني أتمنى أن أكون قد ماتت معظم الوقت أو فيعلى الأقل ، أتمنى لو لم ولن ولدت أبدًا ، لكن الحياة مخيفة أيضًا على أي حال إذا لم تتحسن الأمور في السنوات القادمة ، فأنا أتوقف عن التدخين أو ربما أتخلى عن القطعة المثيرة للشفقة من جبان القرف أنا لا أعرف,Potential Suicide post 
اللعنة هذا هو المتشددين أنا أكره نفسي لتسخين الكثير,Potential Suicide post 
تم حظره في طلبي بطفلي من قبل    لقوله إنه من المحزن كيف يستيقظ إيجابيات  في  ,Potential Suicide post 
,Not Suicide post
 لم تحصل على النكاف ، لذا لحسن الحظ ، تم إنقاذ حياتي,Not Suicide post
فقط أريد نومًا سخيفًا ولا تستيقظ أبدًا مرة أخرى ,Potential Suicide post 
ميسي متعب,Not Suicide post
                                                                   ,Not Suicide post
  ، أريد فقط أن أذكر  بأنه بدون    سوف يموت الآن لكنها غير مجدية على حق مع ذلك ,Potential Suicide post 
 المثير للاهتمام أنني كنت أسأل نفسي نفس السؤال فقط,Not Suicide post
 من فضلك لا تجلب هذه الصورة إلى ذهني لست مستعدًا للموت,Potential Suicide post 
 لدي الكعك محلي الصنع أيضًا,Not Suicide post
مرحبًا  حرفيًا أفضل حلوى على الإطلاق,Not Suicide post
لا أعتقد أنني أستطيع العيش مع ما فعله بي ، لقد تعرضت للإيذاء الجنسي لسنوات ، ولا يمكنني أخذ ثانية أخرى من استعادة شعور يديه في جميع أنحاء جسدي ، أود أن آخذ حياتي بدلاً من العيش مع الذنب والذنبعار أن أشعر به أكثر من ذلك ، لا أستطيع أن أخبر أي شخص ما حدث لي أشعر أنني سأصاب بالجنون,Potential Suicide post 
كارلي أحب الأغنية الجديدة والجوقة هي وظيفة  حقيقية وجذابة التي قامت بالمسار وتسجيل الأردن,Not Suicide post
انتهى بي المطاف في المستشفى بعد محاولة الانتحار والآن يفسد قلبي فلن يسمحوا لي أن أغادر حتى أكون مستقرًا طبيًا ثم يجب أن أذهب إلى المستشفى النفسي لكنني لست متأكدًا من أنه سيعمل,Potential Suicide post 
 سيتم سحق أحلامي ما الذي سأفعله ثم أعمل وظيفة مسدودة لبقية حياتي وترك النماذج,Potential Suicide post 
 نحن نخطط لأول مرة هذا العام مطاردة البيض,Not Suicide post
بالملل الشديد على الهاتف لطفلي ,Not Suicide post
      حتى تقوم بإلقاء   ,Not Suicide post
بيضة عيد الفصح بدون السعرات الحرارية ,Not Suicide post
 نعم لقد رأيت رده مبروك عزيزي يجب أن تكون سعيدًا جدًا,Not Suicide post
 موقع  الذي يمكن الوصول إليه بشكل جميل,Not Suicide post
وفقدت فرصتي في حب الموت ، لا يمكن أن تأتي بالنسبة لي بسرعة كافية ، وهذا النسبة المئوية ، كما أن لديّ ماجستير ومكتبة الإسكندرية من أفضل عشر مدارس لا يمكن أن تكتشف ذلك بطريقة أو بأخرى أنا أكبر من أن أجتذب شخصًا انجذبت إليه وأنا خلف حيثيجب أن يكون خريج   في سنوات في وضع مؤقت ، إنه ليس كافيًا ليجعلني يستحق شيئًا ما ، لقد سئمت من عدم حبهم من أنا وحسد الاهتمام الذي أحصل عليه النساء ، لا أعتقد أنني سأرغب في ذلك على الإطلاقليس جيدا بما فيه الكفاية,Potential Suicide post 
هيو الجميل لي أيضًا سيكون أسبوعًا رائعًا أسبوعًا,Not Suicide post
 لم يعب من كل شيء,Not Suicide post
الشعور بالسعادة الشديد مع صندوق الشوكولاتة العملاق الذي وصل هذا الصباح عيد الفصح هو عطلة رائعة ولكنها استخفاف بها,Not Suicide post
 قد لم نتمكن من الانتظار لفترة أطول من أن ينتظر شخص ما أن يسأل لول,Not Suicide post
عدت للتو من صباح يتجول في تدريب رعاة البقر قبل الموسم ، ويتم كسر  في المكتب ,Potential Suicide post 
   اللعنة,Potential Suicide post 
  يا عزيزي ، لقد حان وقت النوم على الأقل ، أنا متأكد من أن غدًا سيكون أفضل ، ولدي أحث على السبات ولكن حصلت على عمل للقيام به,Not Suicide post
 لقد قلصته للتو صورًا مريضة قريبًا,Not Suicide post
 حقا لماذا الاتصال سوبرمان يمكن أن ينقذك نحن بحاجة يا,Not Suicide post
يكره الأشخاص على  في محاولة لإقناع  بالحصول على ,Not Suicide post
 أحب حقيقة أنني قلت ذلك مثل تشاندلر في رأسي وأنا أقرأها ثم ظللت قراء,Not Suicide post
نحن بحاجة إلى إعطاء صيحة ضخمة كبيرة إلى ماني لخبرته في مكشطة وذكاء مدهش ,Not Suicide post
 وظيفية لائق في العمل اليوم,Not Suicide post
سأترك إلى الأبد إذا كنت ستفتقدني,Potential Suicide post 
العمل مثل الجنون,Not Suicide post
مزيد من التلاشي متعة متعة تمارس تدريبات القوة أمبير في حب منظمة جدول البيانات الخاصة بي,Not Suicide post
فقط اشتريت قراءة جديدة للوصايا العشر لفشل العمل وأصدقاء جدد أكثر لخياطة والكروشيه,Not Suicide post
لا أهتم بمن يمارس الجنس معي في نهاية اليوم ، لقد جئت في هذا العالم وحدي ، أنا أموت بمفردي مع كونه  ,Potential Suicide post 
 لماذا تقوم بمداهمة مكاتب الدكاترة عندما تعلم أن الفنتانيل غير القانوني من خلال البريد يقتل الناس الذين هم في  ,Potential Suicide post 
سأقتل نفسي الليلة ، أنا طالب خريج مثليه في مدرسة كبيرة محافظة في أمريكا في أمريكا حتى الآن أصبحت القرف ، فأنا فتيات وحيدات فقط أرغب في استخدامي لممارسة الجنس ، ولا أشعر أنني أحب الأصدقاءابحث عن مختبر أطروحة ، اخترعت شيئًا لأستاذ في المرحلة الجامعية الأولى ، لكنها الآن تسرقه ولا تعطيني أي رصيد أريد أن أتأكد,Potential Suicide post 
 مرحبا مرحبا,Not Suicide post
  هو شيء واحد أو اللغة الإنجليزية,Not Suicide post
مايلي سايروس لول متجر الحاويات اللطيف,Not Suicide post
تريد قتلها,Not Suicide post
هي متعبة,Not Suicide post
 شراء  ,Not Suicide post
 نعم سأدفع المزيد للسفر في قسم اطفال,Not Suicide post
دائمًا ما يكون الأمر سخيفًا وليس جيدًا يومًا بعد يوم ، فأنا أشعر أنني سأفقده سخيف,Potential Suicide post 
أنا ذاهب إلى ليليروسييللين حريصًا في يونيو,Not Suicide post
اليوم كدت أن أقتل نفسي لأنني كدت أن أصطدم بشاحنة الحمد لله,Not Suicide post
 الكثير والكثير قمت بتنزيلها بشكل غير قانوني ، لكن بعد ذلك فقدت كلهم ، لذا الآن أنا فقط أخهني,Not Suicide post
صباح الخير  نتطلع إلى تغريداتك اليوم اجعلها يومًا رائعًا,Not Suicide post
غاسي ليس كل شيء,Not Suicide post
عجينة ملفات تعريف الارتباط مثل   تأكلني الخام ، يمكنني أن أجعلك مريضًا لا أدرك أنني كنت على استعداد للموت من أجل أشياء أحببتها أقل,Potential Suicide post 
لا أشعر أنني على صواب اعتدت أن أحصل على أهداف وأشياء كنت أتطلع إليها ولكن كل يوم يمر أشعر أسوأ وأسوأ وأريد أن ينتهي بالفعل,Potential Suicide post 
أنا فقط أريد أن أنجز مؤخرتي ، لقد سئمت من عيش هذه الحياة,Potential Suicide post 
عني وأنا جاد في ذلك إذا كنت سأعتقد أن لدي الشجاعة للأسف لن انتحر,Potential Suicide post 
جينجاديف احترس من جدار الطوب  الذي يقفز إليك بمجرد انتهاء اندفاع الكافيين,Not Suicide post
لقد انتهيت من ألف في المائة مع  وكل شيء آخر ، لقد سئمت من شرحه وإعادة مزيد من العودة إلى ,Potential Suicide post 
  في بعض الأحيان في حالات الحب أمبير من أجل المضي قدمًا ، علينا فقط أن نعطي أنفسنا لكوننا ضعيفًا أمبير,Not Suicide post
 صنع للتو أيقونة سائل جديدة للاستخدام مع ,Not Suicide post
تمكن  من إصلاح  المكسور في دقيقة وحفظ العرض التجريبي أحسنت ,Not Suicide post
 لول أنت وأنا على حد سواء غاضبين ومريرة,Not Suicide post
صديقتك الخيالية تريد  لعيد الميلاد ما تشتريه لهم,Not Suicide post
يريد شيء ما لتناول الطعام ولكن لا يمكن أن يقرر ما الذي يجب أن يكون هناك حوض قصير في المنزل وبعيدًا ومرحبًا,Not Suicide post
  عيد ميلاد سعيد عدن  كان متحمسًا للحضور إلى حفلة عيد ميلادك ، لكن كما قلت يا صديقي ، يعيش فيك في يا إلهي,Not Suicide post
 أنا وصديقي توم في ليلة عيد ميلادي بالخارج,Not Suicide post
انتظر ، أنا أعود إلى هذا الأمر ، أنا أكره أن أعيش في ماركهام وأريد أن أقتل نفسي لعنة بالفعل,Potential Suicide post 
لأنك بصراحة لم تفعل شيئًا خاطئًا ، لا أعرف ما هو الخطأ الذي يخطئني في سيا ، أشعر أنني لا قيمة لها لأنك أعطيتها ,Potential Suicide post 
مشاعر   في كثير من الأحيان تؤدي أوقاتك في كثير من الأحيان إلى أعظم لحظات حياتك تحافظ على الإيمان ، سيكون كل شيء يستحق في النهاية,Not Suicide post
لذلك يسير هذا بشكل جيد لإظهار أن المحاول الأمريكي العادي سوف يموت جائعًا وحده,Potential Suicide post 
قوانين تسمية    بعد الأطفال الميتة هي حيلة ساخرة إذا كنت لا تدعم هذا القانون ، يجب أن ترغب في المزيد من الأطفال للموت فقط ,Potential Suicide post 
                   ,Not Suicide post
رأيت الغزلان في الفناء الخلفي من نافذة غرفة نومي هذا الصباح,Not Suicide post
  الجميع الذين يقاتلون حول هذا ، لكن  قد مات وأطفال  ماتوا وسيموت  يومًا ما مع ,Potential Suicide post 
  ذات يوم سأقتل نفسي وستكون ملاحظتي الانتحارية مجرد بعض القرف مثل ذراعي نوع من السمين نوعًا ما,Potential Suicide post 
لقد سئمت من العيش في نفس اليوم كل يوم,Potential Suicide post 
 اه ، أنا أعتبرها لا يمكن لأي شخص تهجئة اسمك أنا كاتي وأكرهه عندما يضع الناس كاتي ,Not Suicide post
                     ,Not Suicide post
يريد التحفيز بالفعل,Not Suicide post
 شكرا على العرض,Not Suicide post
                      ,Potential Suicide post 
  تعبت من كل ما يجري في حياتي,Potential Suicide post 
لقد أسقطوا هؤلاء المضايقين اللعين عندما كنت في الفصل ، نعم يريدون مني أن أموت بشكل صحيح ,Potential Suicide post 
أنا فاشل خاسر ، أنا مضيعة للحياة وأريد أن ينتهي الأمر ، يمكننا أخيرًا إغلاق هذه القصة المثيرة للشفقة ، الشاغل الوحيد الذي لدي هو الديون التي لا أستطيع ترك عائلتي بهذا,Potential Suicide post 
الحصول على لغتي الإنجليزية ، لا أستطيع الانتظار حتى العطلات,Not Suicide post
   ,Not Suicide post
في انتظار القطار حتى أتمكن من الذهاب إلى إلين ولدي فطيرة السمك لدينز ، كنت أنتظر هذه اللحظة طوال حياتي,Not Suicide post
   ,Not Suicide post
لقد سئمت من العيش والكلية ، أريد فقط أن أترك وأعمل في مكان بعيد عن الجميع ,Potential Suicide post 
      ,Potential Suicide post 
   ,Not Suicide post
                     ,Not Suicide post
     اتبعني هتافات ,Not Suicide post
       ,Not Suicide post
            ,Not Suicide post
   ,Not Suicide post
أنا أتعلم تويتر يتفوق على القيام بالضرائب,Not Suicide post
سخيف نهاية حياتي,Potential Suicide post 
         ,Not Suicide post
  تهانينا لكل من اشترى التنصت حتى يتمكنوا من شراء الأشياء بسهولة أكبر ,Not Suicide post
    ,Not Suicide post
 أريد أن أكون قادرًا على التركيز على حل هذه المشكلة لا تقلق بشأن ما يمكن قوله أو فعله لك,Not Suicide post
أحلام الجنس هي أقل أحلامي المفضلة مثلها غريبة دائمًا وتظهر من أي مكان ، ثم تعتقد أنها ,Potential Suicide post 
                      ,Not Suicide post
